💝央视频道👉开心,#genre#
CCTV-2 财经,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010211/1.m3u8
CCTV-3 综艺,http://[2409:8087:1a01:df::4077]:80/PLTV/88888888/224/3221225799/index.m3u8#http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV-4 中文国际,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV-5 体育,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010139/1.m3u8
CCTV-5+ 体育赛事,http://[2409:8087:1a01:df::4077]:80/PLTV/88888888/224/3221225507/index.m3u8
CCTV-6 电影,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV-7 国防军事,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV-8 电视剧,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV-9 纪录,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8#http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000373/index.m3u8?IAS
CCTV-10 科教,http://[2409:8087:1a01:df::4077]:80/PLTV/88888888/224/3221225677/index.m3u8#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010203/1.m3u8
CCTV-11 戏曲,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8
CCTV-12 社会与法,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010205/1.m3u8
CCTV-13 新闻,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8
CCTV-14 少儿,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV-15 音乐,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010094/1.m3u8
CCTV-16 奥林匹克,http://[2409:8087:1a01:df::4077]:80/PLTV/88888888/224/3221225893/index.m3u8#http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV-17 农业农村,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
CCTV-4K 超高清,http://27.222.3.214/liveali-tp4k.cctv.cn/live/4K10M.stream/playlist.m3u8
CCTV-8K 超高清,https://tv.cry33.com/ys4k.php?id=8k












💝湖北频道👉全网,#genre#
荆州公共,http://jingzhou-live21.cjyun.org/10085/s10085-jingzhou-tv02.m3u8?auth_key=1735660799-0-0-1963c999651ea135890d90bcc5ae172d
荆州陇上,http://jingzhou-live21.cjyun.org/10085/s10085-jingzhou-tv03.m3u8?auth_key=1735660799-0-0-73625822ff2c77aefa1589e94281edad
荆州综合,http://jingzhou-live21.cjyun.org:80/10085/s10085-jingzhou-tv01.m3u8?auth_key=1735660799-0-0-e0477d4b5bc584e7518a1bde13892cbe
十堰新闻,http://p8.vzan.com/slowlive/034028687228317362/live.m3u8#https://p8.vzan.com/slowlive/034028687228317362/live.m3u8?zbid=351104&tpid=868100086
十堰经济,https://p8.vzan.com/slowlive/701367497774448672/live.m3u8#https://p8.vzan.com/slowlive/701367497774448672/live.m3u8?zbid=351104&tpid=1550600621
武汉生活,http://stream.appwuhan.com/3tzb/sd/live.m3u8
武汉教育,http://stream.appwuhan.com/jyzb/sd/live.m3u8
池州综合,http://wjsp.chiznews.com:8037/live/xwzh.m3u8
池州生活,http://wjsp.chiznews.com:8037/live/wjsh.m3u8
扬州综合,https://cm-wshls.homecdn.com/live/8bb.m3u8
扬州城市,https://cm-wshls.homecdn.com/live/8bd.m3u8
扬州邗江,https://cm-wshls.homecdn.com/live/8c3.m3u8

💝卫视频道👉全网,#genre#
河北卫视,http://222.223.118.222:2180/live/hebws/index.m3u8
河北经济,http://222.223.118.222:2180/live/hebjj/index.m3u8
河北影视,http://222.223.118.222:2180/live/hebys/index.m3u8
少儿科教,http://222.223.118.222:2180/live/hebse/index.m3u8
河北公共,http://222.223.118.222:2180/live/hebsgg/index.m3u8
河北农民,http://222.223.118.222:2180/live/hebnm/index.m3u8
湖南卫视,http://222.223.118.222:2180/live/hunws/index.m3u8#http://iptv123.msns.cn:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0#http://live.dxms.top:80/dwy/mghn.php
江苏卫视,http://222.223.118.222:2180/live/jsws/index.m3u8#http://dp.sxtv.top:88/2b/migu.php?id=jsws
安徽卫视,http://222.223.118.222:2180/live/ahws/index.m3u8#http://112.123.155.153:9901/tsfile/live/0130_1.m3u8
北京卫视,http://222.223.118.222:2180/live/bjws/index.m3u8
天津卫视,http://222.223.118.222:2180/live/tjws/index.m3u8#http://tvbox.mohuajz.eu.org/tv/vip1.php?id=30#http://111.160.17.2:59901/tsfile/live/1004_1.m3u8#http://iptv123.msns.cn:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://222.223.118.222:2180/live/lnws/index.m3u8#http://111.160.17.2:59901/tsfile/live/0121_1.m3u8
山东卫视,http://222.223.118.222:2180/live/sdws/index.m3u8
黑龙江卫视,http://222.223.118.222:2180/live/hljws/index.m3u8
四川卫视,http://222.223.118.222:2180/live/scws/index.m3u8
江西卫视,http://222.223.118.222:2180/live/jxws/index.m3u8#http://dp.sxtv.top:88/2b/migu.php?id=jxws
贵州卫视,http://222.223.118.222:2180/live/gzws/index.m3u8
深圳卫视,http://222.223.118.222:2180/live/szws/index.m3u8#http://iptv123.msns.cn:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://222.223.118.222:2180/live/hubws/index.m3u8#http://dp.sxtv.top:88/2b/migu.php?id=hubws#http://111.160.17.2:59901/tsfile/live/0132_1.m3u8
东方卫视,http://222.223.118.222:2180/live/dfws/index.m3u8#http://iptv123.msns.cn:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://222.223.118.222:2180/live/cqws/index.m3u8
东南卫视,http://222.223.118.222:2180/live/dnws/index.m3u8#http://112.123.155.153:9901/tsfile/live/0137_1.m3u8
广东卫视,http://222.223.118.222:2180/live/gdws/index.m3u8
广西卫视,http://222.223.118.222:2180/live/gxws/index.m3u8
吉林卫视,http://222.223.118.222:2180/live/jlws/index.m3u8
旅游卫视,http://222.223.118.222:2180/live/lyws/index.m3u8
金鹰卡通,http://222.223.118.222:2180/live/jykt/index.m3u8
第一剧场,http://222.223.118.222:2180/live/dyjc/index.m3u8
风云剧场,http://222.223.118.222:2180/live/fyjc/index.m3u8
怀旧剧场,http://222.223.118.222:2180/live/hjjc/index.m3u8
风云音乐,http://222.223.118.222:2180/live/fyyy/index.m3u8
武术世界,http://222.223.118.222:2180/live/wssj/index.m3u8
国防军事,http://222.223.118.222:2180/live/gfjs/index.m3u8
世界地理,http://222.223.118.222:2180/live/sjdl/index.m3u8
文物宝库,http://222.223.118.222:2180/live/wwbk/index.m3u8
茶频道,http://222.223.118.222:2180/live/chapd/index.m3u8
文化精品,http://222.223.118.222:2180/live/whjp/index.m3u8
梨园频道,http://222.223.118.222:2180/live/lypd/index.m3u8
新闻综合,http://222.223.118.222:2180/live/xwzh/index.m3u8
纪实HD,http://222.223.118.222:2180/live/jishhd/index.m3u8
邢台综合,http://222.223.118.222:2180/live/hbxtzh/index.m3u8
邢台公共,http://222.223.118.222:2180/live/hbxtgg/index.m3u8
快乐垂钓,http://222.223.118.222:2180/live/klcd/index.m3u8
睛彩河北,http://222.223.118.222:2180/live/qchb/index.m3u8
早期教育,http://222.223.118.222:2180/live/zqjy/index.m3u8
CCTV17,http://222.223.118.222:2180/live/cctv17/index.m3u8
山西卫视,http://iptv123.msns.cn:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
普宁新闻,http://php.jdshipin.com:8880/chudian.php?id=pnzh
蓬安综合,http://palive.patv123.com:8091/live/xwpd_800K.m3u8
泸州新闻,https://www.luzhoubs.com/nmip-media/channellive/channel106011/playlist.m3u8
七星关台,https://p8.vzan.com:443/slowlive/147077707554082780/live.m3u8
道真新闻,http://live.dzrmtzx.org.cn:90/live/dspd_1M.m3u8
浙江公共,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江教科,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江数码,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
浙江民生,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江经济,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江钱江,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8#http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
南宁新闻,https://hls.nntv.cn/nnlive/XWZH_24.m3u8
南宁公共,https://hls.nntv.cn/nnlive/GGPD_24.m3u8
南宁文旅,https://hls.nntv.cn/nnlive/WLSH_24.m3u8
苏州频道,http://tylive.kan0512.com/norecord/norecord_csztv2.m3u8
石家庄新,http://pluslive1.sjzntv.cn/xmzh/playlist.m3u8
石家庄娱,http://pluslive1.sjzntv.cn/yule/playlist.m3u8
石家庄生,http://pluslive1.sjzntv.cn/shenghuo/playlist.m3u8
石家庄都,http://pluslive1.sjzntv.cn/dushi/playlist.m3u8
保定新闻,http://jwcdnqx.hebyun.com.cn/live/jybd/1500k/tzwj_video.m3u8
保定生活,http://jwcdnqx.hebyun.com.cn/live/bddst/1500k/tzwj_video.m3u8
保定公共,http://jwcdnqx.hebyun.com.cn/live/bdxw1/1500k/tzwj_video.m3u8
余杭综合,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8?zzhed
伊犁汉语,http://110.153.180.106:55555/out_1/index.m3u8
浙江新闻,http://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江综合,http://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
yMG新闻,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8
嵊州新闻,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8?zzhed
上虞新闻,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8?zzhed
上虞新商,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8?zzhed
兰溪综合,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8?zzhed
吉县综合,http://jxlive.jxrmtzx.com:8091/live/xwzh.m3u8
清河经济,https://jwcdnqx.hebyun.com.cn/live/qinghe1/1500k/tzwj_video.m3u8
清河新闻,https://jwcdnqx.hebyun.com.cn/live/qinghe/1500k/tzwj_video.m3u8
平泉影院,https://jwliveqxzb.hebyun.com.cn/pqys/pqys.m3u8
平泉综合,https://jwliveqxzb.hebyun.com.cn/pqzh/pqzh.m3u8
邯郸新闻,https://jwliveqxzb.hebyun.com.cn/hdxwzh/hdxwzh.m3u8
邯郸公共,https://jwliveqxzb.hebyun.com.cn/hdgg/hdgg.m3u8
邯郸科教,https://jwliveqxzb.hebyun.com.cn/hdkj/hdkj.m3u8
兴隆综合,https://jwcdnqx.hebyun.com.cn/live/xlzh/1500k/tzwj_video.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8
安多卫视,http://stream.qhbtv.com/adws/sd/live.m3u8
青海经视,http://stream.qhbtv.com/qhsh/sd/live.m3u8
青海都市,http://stream.qhbtv.com/qhds/sd/live.m3u8#http://stream.qhbtv.com/qhds/playlist.m3u8
兵团卫视,http://mobilelive-ds.ysp.cctv.cn/ysp/2022606701.m3u8#http://mobilelive-ds.ysp.cctv.cn/ysp/2022606701_fhd.m3u8
深圳都市,http://113.64.145.231:8081/hls/68/index.m3u8#http://tv.q1.cm/stream/42922b3bab314ce0217fdf746165de08e00d0556ebf961ee63049811baacc5ac.m3u8#http://www.recker.cc:4022/rtp/239.77.1.124:5146
青海综合,http://lmt.scqstv.com/live1/live1.m3u8
绍兴公共,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8?zzhed
延边频道,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
桂林新闻,https://pull.gltvs.com:443/live/glxw/playlist.m3u8?v=b0528684bf934e120e1c30fc808e6576&t=1796868188
石家庄市,http://pluslive1.sjzntv.cn/dushi/playlist.m3u8?zhebd
唐河一套,http://tvpull.dxhmt.cn:9081/tv/11328-1.m3u8?zhend#http://tvpull.dxhmt.cn:9081/tv/11328-1.m3u8
苏州新闻,http://tylive.kan0512.com/norecord/norecord_csztv1.m3u8
三明公共,http://stream.smntv.cn/smtv2/sd/live.m3u8
漳州新闻,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8
广西贺州,http://zhz.gxhzxw.com:2935/live/HZXW-HD/chunklist.m3u8
山西经济,http://liveflash.sxrtv.com/live/sxfinance.m3u8?sub_m3u8=true&edge_slice=true
延边卫视,http://live.ybtvyun.com/video/s10016-6f0dfd97912f/index.m3u8?zjild
卡拉玛依,http://klmysjtzb.rcsxzx.com/hls/klmy1.m3u8
卡拉玛维,http://klmysjtzb.rcsxzx.com/hls/klmy2.m3u8
伊犁维语,http://110.153.180.106:55555/out_2/index.m3u8
伊犁哈语,http://110.153.180.106:55555/out_3/index.m3u8
伊犁经济,http://110.153.180.106:55555/out_4/index.m3u8
浙江经济生活,http://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江民生休闲,http://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江少儿频道,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
中国蓝新闻台,http://ali-m-l.cztv.com/channels/lantian/channel009/1080p.m3u8
浙江国际频道,http://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
数码时代频道,http://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
平湖新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8?zzhed
平湖民生休闲,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8?zzhed
萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?zzhed
萧山生活频道,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8?zzhed
余杭未来频道,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8?zzhed
诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8?zzhed
上虞文化影院,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8?zzhed
方城一套台,http://tvpull.dxhmt.cn:9081/tv/11322-1.m3u8?zhend
扶沟综合频道,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8?zhend
滑县新闻,http://tvpull.dxhmt.cn:9081/tv/10526-1.m3u8?zhend
济源电视一套,http://tvpull.dxhmt.cn:9081/tv/19001-1.m3u8?zhend
郏县综合频道,http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8?zhend
焦作公共频道,http://zhpull.dxhmt.cn/jiaozuo/29b65b69130c4ef1a3283cc7b913da05/playlist.m3u8?zhend
焦作综合频道,http://zhpull.dxhmt.cn/jiaozuo/b75a92c9503e47cf9e89f7ff247b65f2/playlist.m3u8?zhend
内黄综合频道,http://tvpull.dxhmt.cn:9081/tv/10527-1.m3u8?zhend
嵩县综合新闻,http://tvpull.dxhmt.cn:9081/tv/10325-1.m3u8?zhend
桐柏新闻综合,http://tvpull.dxhmt.cn:9081/tv/11330-1.m3u8?zhend
温县综合,http://tvpull.dxhmt.cn:9081/tv/10825-1.m3u8?zhend
西华综合频道,http://tvpull.dxhmt.cn:9081/tv/11622-1.m3u8?zhend
新安新闻综合,http://tvpull.dxhmt.cn:9081/tv/10323-1.m3u8?zhend
新野综合,http://tvpull.dxhmt.cn:9081/tv/11329-1.m3u8?zhend
荥阳综合,http://tvpull.dxhmt.cn:9081/tv/10182-1.m3u8?zhend
宜阳综合频道,http://tvpull.dxhmt.cn:9081/tv/10327-1.m3u8?zhend
禹州综合,http://tvpull.dxhmt.cn:9081/tv/11081-1.m3u8?zhend
宝丰综合频道,http://tvpull.dxhmt.cn:9081/tv/10421-1.m3u8?zhend
卫辉综合频道,http://tvpull.dxhmt.cn:9081/tv/10781-1.m3u8?zhend
鹿邑新闻频道,http://tvpull.dxhmt.cn:9081/tv/11628-1.m3u8?zhend
新蔡综合,http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8?zhend
灵宝新闻综合,http://tvpull.dxhmt.cn:9081/tv/11282-1.m3u8?zhend

💝卫视频道👉IPV6,#genre#
江苏卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225938/index.m3u8#http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8#http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
东方卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8#http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225942/index.m3u8#http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
安徽卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8#http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225925/index.m3u8#http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
北京卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225931/index.m3u8#http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8#http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
东南卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8#http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225950/index.m3u8#http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8#http://[2409:8087:1a01:df::4077]:80/PLTV/88888888/224/3221225950/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
